method,metric_impl,pnr_at_10_t0_05,pnr_at_10_t0_10,pnr_at_10_t0_15,pnr_at_1_t0_05,pnr_at_1_t0_10,pnr_at_1_t0_15,pnr_at_5_t0_05,pnr_at_5_t0_10,pnr_at_5_t0_15,query_idx,query_name,skip_reason,status,top1_acc_at_0_1,top1_cosine,top1_legacy_module_jaccard,top1_module,top1_name,top1_norm_l2,top1_recall,top1_switch_accuracy,top1_switch_f1,top1_switch_precision,top1_switch_recall,topk_names,topk_scores
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,0,0,0,0,0,0,0,593,Trap Metal Pulse,,ok,0.5,0.7639527836681582,0.6666666666666666,0.6666666666666666,Sophisti-Pop,0.30431195209385803,0.5,0.6666666666666666,0.8,0.6666666666666666,1.0,"[""Sophisti-Pop"", ""Americana Alt Rambler"", ""Synth Pop Glimmer"", ""Synthwave Sunset"", ""Indie Pop Jangle Charm"", ""Pirate Metal"", ""Free Jazz Avantgarde Velvet"", ""Chamber Pop Hazy"", ""K-Pop Shimmer Andean"", ""Folk Metal Acoustic Mayhem""]","[0.9338483136021061, 0.9296080405724902, 0.9174623084473523, 0.9120225925758454, 0.9073087267136073, 0.9016815389712358, 0.9002331639211826, 0.8993719350321947, 0.8989719388422165, 0.8935469089360967]"
Wav2Vec,protocol_ab_unified_evaluator_v1,1,1,1,1,1,1,1,1,1,983,Country Rock Twang Outlaw,,ok,1.0,1.0,1.0,1.0,Indie Pop Jangle Charm,0.0,1.0,1.0,1.0,1.0,1.0,"[""Indie Pop Jangle Charm"", ""Chamber Pop Hazy"", ""Dream Pop Sparkle"", ""Synthwave Sunset"", ""Nu Metal 7-String Chaos"", ""Country Rock Twang Twang"", ""Memphis Soul Motown"", ""Footwork Jungle"", ""Schlager Pop"", ""Power Pop Charm""]","[0.9036847162078552, 0.9005041065258206, 0.8926553079566903, 0.8926484301900964, 0.8845046949281912, 0.8807820138988176, 0.877332831035595, 0.8760574682070362, 0.8739742949359768, 0.8725838854942267]"
Wav2Vec,protocol_ab_unified_evaluator_v1,1,1,1,1,1,1,1,1,1,807,Funeral Doom Venom,,ok,0.9230769230769231,0.995698898179322,1.0,1.0,Deathcore Breakdown Wrath,0.037715432991337956,0.8333333333333334,1.0,1.0,1.0,1.0,"[""Deathcore Breakdown Wrath"", ""Hyperpop Glitch Neon"", ""Deep Dub"", ""Shamanic Drum"", ""Nigerian Afrobeat"", ""Amapiano Log Drum"", ""Complex Jazz Fusion Vibe"", ""Modern R&B Sweet"", ""Space Cowboy"", ""Reggae Skank Voyage""]","[0.9144537707192463, 0.8901101133244446, 0.8818067220324871, 0.876181031423652, 0.8748340646581864, 0.8657632571059931, 0.8582152106162356, 0.857999639371008, 0.8566747091615118, 0.8462006551447698]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,1,0,0,0,0,0,1,11,Tweed Breakup,,ok,0.5128205128205128,0.5507376554620108,1.0,1.0,Spanky Funk,0.5359814284648995,0.5714285714285714,1.0,1.0,1.0,1.0,"[""Spanky Funk"", ""Rockabilly Slapback"", ""Jazz Box"", ""Jazz Hollowbody Warm"", ""Jazz Box - Warm Room Take"", ""Jazz Box - Open Chord Mix"", ""Jazz Box - Glass Tone Pass"", ""Jazz Box - Natural Body Edit"", ""Jazz Box - Bright Air Version"", ""Jazz Box - Round Note Cut""]","[0.9713332447041649, 0.9705660056188172, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,1,0,0,0,0,0,1,1088,Tweed Breakup - Vintage Drive Mix,,ok,0.5128205128205128,0.5507376554620108,1.0,1.0,Spanky Funk,0.5359814284648995,0.5714285714285714,1.0,1.0,1.0,1.0,"[""Spanky Funk"", ""Rockabilly Slapback"", ""Jazz Box"", ""Jazz Hollowbody Warm"", ""Jazz Box - Warm Room Take"", ""Jazz Box - Open Chord Mix"", ""Jazz Box - Glass Tone Pass"", ""Jazz Box - Natural Body Edit"", ""Jazz Box - Bright Air Version"", ""Jazz Box - Round Note Cut""]","[0.9713332447041649, 0.9705660056188172, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,1,0,0,0,0,0,1,1118,Tweed Breakup - Raw Amp Pass,,ok,0.5128205128205128,0.5507376554620108,1.0,1.0,Spanky Funk,0.5359814284648995,0.5714285714285714,1.0,1.0,1.0,1.0,"[""Spanky Funk"", ""Rockabilly Slapback"", ""Jazz Box"", ""Jazz Hollowbody Warm"", ""Jazz Box - Warm Room Take"", ""Jazz Box - Open Chord Mix"", ""Jazz Box - Glass Tone Pass"", ""Jazz Box - Natural Body Edit"", ""Jazz Box - Bright Air Version"", ""Jazz Box - Round Note Cut""]","[0.9713332447041649, 0.9705660056188172, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,1,0,0,0,0,0,1,1148,Tweed Breakup - Grit Stack Take,,ok,0.5128205128205128,0.5507376554620108,1.0,1.0,Spanky Funk,0.5359814284648995,0.5714285714285714,1.0,1.0,1.0,1.0,"[""Spanky Funk"", ""Rockabilly Slapback"", ""Jazz Box"", ""Jazz Hollowbody Warm"", ""Jazz Box - Warm Room Take"", ""Jazz Box - Open Chord Mix"", ""Jazz Box - Glass Tone Pass"", ""Jazz Box - Natural Body Edit"", ""Jazz Box - Bright Air Version"", ""Jazz Box - Round Note Cut""]","[0.9713332447041649, 0.9705660056188172, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,1,0,0,0,0,0,1,1178,Tweed Breakup - Classic Crunch Edit,,ok,0.5128205128205128,0.5507376554620108,1.0,1.0,Spanky Funk,0.5359814284648995,0.5714285714285714,1.0,1.0,1.0,1.0,"[""Spanky Funk"", ""Rockabilly Slapback"", ""Jazz Box"", ""Jazz Hollowbody Warm"", ""Jazz Box - Warm Room Take"", ""Jazz Box - Open Chord Mix"", ""Jazz Box - Glass Tone Pass"", ""Jazz Box - Natural Body Edit"", ""Jazz Box - Bright Air Version"", ""Jazz Box - Round Note Cut""]","[0.9713332447041649, 0.9705660056188172, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,1,0,0,0,0,0,1,1208,Tweed Breakup - Hot Valve Version,,ok,0.5128205128205128,0.5507376554620108,1.0,1.0,Spanky Funk,0.5359814284648995,0.5714285714285714,1.0,1.0,1.0,1.0,"[""Spanky Funk"", ""Rockabilly Slapback"", ""Jazz Box"", ""Jazz Hollowbody Warm"", ""Jazz Box - Warm Room Take"", ""Jazz Box - Open Chord Mix"", ""Jazz Box - Glass Tone Pass"", ""Jazz Box - Natural Body Edit"", ""Jazz Box - Bright Air Version"", ""Jazz Box - Round Note Cut""]","[0.9713332447041649, 0.9705660056188172, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,1,0,0,0,0,0,1,1238,Tweed Breakup - Saturated Bite Cut,,ok,0.5128205128205128,0.5507376554620108,1.0,1.0,Spanky Funk,0.5359814284648995,0.5714285714285714,1.0,1.0,1.0,1.0,"[""Spanky Funk"", ""Rockabilly Slapback"", ""Jazz Box"", ""Jazz Hollowbody Warm"", ""Jazz Box - Warm Room Take"", ""Jazz Box - Open Chord Mix"", ""Jazz Box - Glass Tone Pass"", ""Jazz Box - Natural Body Edit"", ""Jazz Box - Bright Air Version"", ""Jazz Box - Round Note Cut""]","[0.9713332447041649, 0.9705660056188172, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625, 0.9691065036105625]"
