method,metric_impl,pnr_at_10_t0_05,pnr_at_10_t0_10,pnr_at_10_t0_15,pnr_at_1_t0_05,pnr_at_1_t0_10,pnr_at_1_t0_15,pnr_at_5_t0_05,pnr_at_5_t0_10,pnr_at_5_t0_15,query_idx,query_name,skip_reason,status,top1_acc_at_0_1,top1_cosine,top1_legacy_module_jaccard,top1_module,top1_name,top1_norm_l2,top1_recall,top1_switch_accuracy,top1_switch_f1,top1_switch_precision,top1_switch_recall,topk_names,topk_scores
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,0,0,0,0,0,0,0,44,Infinite Sustain,,ok,0.6727272727272727,0.6773461626659795,0.2857142857142857,0.2857142857142857,80s Pop Clean,0.2764623457348604,0.5217391304347826,0.4444444444444444,0.4444444444444445,0.4,0.5,"[""80s Pop Clean"", ""80s Pop Clean Studio"", ""80s Pop Clean - Warm Room Take"", ""80s Pop Clean - Open Chord Mix"", ""80s Pop Clean - Glass Tone Pass"", ""80s Pop Clean - Natural Body Edit"", ""80s Pop Clean - Bright Air Version"", ""80s Pop Clean - Round Note Cut"", ""Auto-Wah Funk"", ""Auto-Wah Funk Rhythm""]","[0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8673067199301038, 0.8673067199301038]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,0,0,0,0,0,0,0,1068,Infinite Sustain Lead,,ok,0.6727272727272727,0.6737722279788144,0.2857142857142857,0.2857142857142857,80s Pop Clean,0.2783280658603891,0.5217391304347826,0.4444444444444444,0.4444444444444445,0.4,0.5,"[""80s Pop Clean"", ""80s Pop Clean Studio"", ""80s Pop Clean - Warm Room Take"", ""80s Pop Clean - Open Chord Mix"", ""80s Pop Clean - Glass Tone Pass"", ""80s Pop Clean - Natural Body Edit"", ""80s Pop Clean - Bright Air Version"", ""80s Pop Clean - Round Note Cut"", ""Auto-Wah Funk"", ""Auto-Wah Funk Rhythm""]","[0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8673067199301038, 0.8673067199301038]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,0,0,0,0,0,0,0,1110,Infinite Sustain - Ethereal Wash Mix,,ok,0.6727272727272727,0.6773461626659795,0.2857142857142857,0.2857142857142857,80s Pop Clean,0.2764623457348604,0.5217391304347826,0.4444444444444444,0.4444444444444445,0.4,0.5,"[""80s Pop Clean"", ""80s Pop Clean Studio"", ""80s Pop Clean - Warm Room Take"", ""80s Pop Clean - Open Chord Mix"", ""80s Pop Clean - Glass Tone Pass"", ""80s Pop Clean - Natural Body Edit"", ""80s Pop Clean - Bright Air Version"", ""80s Pop Clean - Round Note Cut"", ""Auto-Wah Funk"", ""Auto-Wah Funk Rhythm""]","[0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8673067199301038, 0.8673067199301038]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,0,0,0,0,0,0,0,1140,Infinite Sustain - Cloud Reverb Pass,,ok,0.6727272727272727,0.6773461626659795,0.2857142857142857,0.2857142857142857,80s Pop Clean,0.2764623457348604,0.5217391304347826,0.4444444444444444,0.4444444444444445,0.4,0.5,"[""80s Pop Clean"", ""80s Pop Clean Studio"", ""80s Pop Clean - Warm Room Take"", ""80s Pop Clean - Open Chord Mix"", ""80s Pop Clean - Glass Tone Pass"", ""80s Pop Clean - Natural Body Edit"", ""80s Pop Clean - Bright Air Version"", ""80s Pop Clean - Round Note Cut"", ""Auto-Wah Funk"", ""Auto-Wah Funk Rhythm""]","[0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8673067199301038, 0.8673067199301038]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,0,0,0,0,0,0,0,1170,Infinite Sustain - Wide Bloom Take,,ok,0.6727272727272727,0.6773461626659795,0.2857142857142857,0.2857142857142857,80s Pop Clean,0.2764623457348604,0.5217391304347826,0.4444444444444444,0.4444444444444445,0.4,0.5,"[""80s Pop Clean"", ""80s Pop Clean Studio"", ""80s Pop Clean - Warm Room Take"", ""80s Pop Clean - Open Chord Mix"", ""80s Pop Clean - Glass Tone Pass"", ""80s Pop Clean - Natural Body Edit"", ""80s Pop Clean - Bright Air Version"", ""80s Pop Clean - Round Note Cut"", ""Auto-Wah Funk"", ""Auto-Wah Funk Rhythm""]","[0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8673067199301038, 0.8673067199301038]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,0,0,0,0,0,0,0,1200,Infinite Sustain - Floating Texture Edit,,ok,0.6727272727272727,0.6773461626659795,0.2857142857142857,0.2857142857142857,80s Pop Clean,0.2764623457348604,0.5217391304347826,0.4444444444444444,0.4444444444444445,0.4,0.5,"[""80s Pop Clean"", ""80s Pop Clean Studio"", ""80s Pop Clean - Warm Room Take"", ""80s Pop Clean - Open Chord Mix"", ""80s Pop Clean - Glass Tone Pass"", ""80s Pop Clean - Natural Body Edit"", ""80s Pop Clean - Bright Air Version"", ""80s Pop Clean - Round Note Cut"", ""Auto-Wah Funk"", ""Auto-Wah Funk Rhythm""]","[0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8673067199301038, 0.8673067199301038]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,0,0,0,0,0,0,0,1230,Infinite Sustain - Halo Sustain Version,,ok,0.6727272727272727,0.6773461626659795,0.2857142857142857,0.2857142857142857,80s Pop Clean,0.2764623457348604,0.5217391304347826,0.4444444444444444,0.4444444444444445,0.4,0.5,"[""80s Pop Clean"", ""80s Pop Clean Studio"", ""80s Pop Clean - Warm Room Take"", ""80s Pop Clean - Open Chord Mix"", ""80s Pop Clean - Glass Tone Pass"", ""80s Pop Clean - Natural Body Edit"", ""80s Pop Clean - Bright Air Version"", ""80s Pop Clean - Round Note Cut"", ""Auto-Wah Funk"", ""Auto-Wah Funk Rhythm""]","[0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8673067199301038, 0.8673067199301038]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,0,0,0,0,0,0,0,1260,Infinite Sustain - Cinematic Drift Cut,,ok,0.6727272727272727,0.6773461626659795,0.2857142857142857,0.2857142857142857,80s Pop Clean,0.2764623457348604,0.5217391304347826,0.4444444444444444,0.4444444444444445,0.4,0.5,"[""80s Pop Clean"", ""80s Pop Clean Studio"", ""80s Pop Clean - Warm Room Take"", ""80s Pop Clean - Open Chord Mix"", ""80s Pop Clean - Glass Tone Pass"", ""80s Pop Clean - Natural Body Edit"", ""80s Pop Clean - Bright Air Version"", ""80s Pop Clean - Round Note Cut"", ""Auto-Wah Funk"", ""Auto-Wah Funk Rhythm""]","[0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8943978446030378, 0.8673067199301038, 0.8673067199301038]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,1,1,0,0,1,0,0,1,603,Hyperpop Glitch Cyber,,ok,0.7272727272727273,0.945226727931622,0.8333333333333334,0.8333333333333334,Power Pop Radio,0.14518037497659922,0.5714285714285714,0.8888888888888888,0.9090909090909091,1.0,0.8333333333333334,"[""Power Pop Radio"", ""Latin Rock Fusion Heritage"", ""Motown Soul Soulful"", ""Persian Classical Fusion"", ""Chamber Pop Indie"", ""Latin Rock Fusion Moonrise"", ""Country Rock Twang Sunrise"", ""Karaoke Pop"", ""Hyperpop Glitch Pulse"", ""Americana Alt Dusty""]","[0.9056305498992587, 0.8943777797392166, 0.8866562050894081, 0.8738563646814901, 0.8710908074289326, 0.8655793776154475, 0.8639136472561548, 0.8615256941918493, 0.8582098714952653, 0.8573778697459686]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,1,1,0,1,1,0,1,1,394,Italian Disco,,ok,0.8717948717948718,0.9873796256256396,1.0,1.0,Creole Zydeco,0.07226591575762728,0.8529411764705882,1.0,1.0,1.0,1.0,"[""Creole Zydeco"", ""Outback Didgeridoo"", ""Riot Grrrl Raw"", ""Russian Synthpop"", ""Glitter Rock"", ""3-Chord Punk"", ""Auto-Tune Pop"", ""Britpop Jangle"", ""Saharan Desert Blues"", ""Britpop Glimmer""]","[0.8635783653837532, 0.861928679150241, 0.8616069493488672, 0.8614398253222554, 0.847256857008895, 0.8449942164793794, 0.8438513470322453, 0.8438300954144412, 0.842675566982244, 0.8425006948719904]"
